row_number_from_source_file,region_code,division_code,municipality_code,full_division_code,full_municipality_code,beis_school_id,implementing_unit,modified_coc,school_type,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,dropout_rate_g7_m,dropout_rate_g7_f,dropout_rate_g8_m,dropout_rate_g8_f,dropout_rate_g9_m,dropout_rate_g9_f,dropout_rate_g10_m,dropout_rate_g10_f,dropout_rate_sn_ed_ngjhs_m,dropout_rate_sn_ed_ngjhs_f,dropout_rate_total_jhs_m,dropout_rate_total_jhs_f,dropout_rate_total_jhs_all,jhs_instructional_rooms,jhs_classroom_ratio,jhs_seats,jhs_seat_ratio,jhs_toilet,jhs_toilet_ratio,jhs_computer,jhs_computer_ratio,jhs_teacher,jhs_teacher_ratio,cancel_2016,cancel_2017,cancel_2018,cancel_2019,cancel_2020,cancel_2021,cancel_2022,cancel_2023,cancel_total_20162023,cancel_average_20162023,pilot_cancel,pilot_ratio,pilot_shift,randomized_eval_id,rev_status
1948,9,5,1,905,90501,502326,0,3,1,81,73,128,91,81,92,83,80,0,0,373,336,709,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10.91,1034,0.69,52,13.629999999999999,1,709,13,54.54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1949,9,5,1,905,90501,305996,0,4,1,179,197,170,178,186,174,171,162,0,0,706,711,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1417,0,0,8,177.13,0,0,28,50.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1950,10,6,1,1006,100601,325504,0,2,1,89,92,76,74,63,79,51,59,0,0,279,304,583,0.12360000000000002,0.032600000000000004,0.0921,0.05410000000000001,0.14290000000000003,0.0886,0.098,0.08470000000000001,0,0,0.11470000000000001,0.0625,0.08750000000000001,16,36.82,390,1.49,7.92,73.64,51,11.43,3,194.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
1951,10,6,1,1006,100601,501579,0,1,1,11,13,13,12,12,12,13,11,0,0,49,48,97,0,0,0.07690000000000001,0,0,0,0,0,0,0,0.0204,0,0.0103,2,44,0,0,2.2,44,3,32.33,2,48.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1952,10,6,1,1006,100601,325503,0,2,1,10,11,12,20,20,19,15,14,0,0,57,64,121,0.1,0,0.25,0,0.2,0.05260000000000001,0.06670000000000001,0,0,0,0.15790000000000004,0.0156,0.0826,7,16.5,122,0.99,7.33,16.5,1,121,3,40.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1953,10,6,1,1006,100601,325501,0,2,1,26,19,32,25,26,15,20,20,0,0,104,79,183,0.1923,0.05260000000000001,0.15630000000000002,0.08,0.1154,0,0.05,0.1,0,0,0.1346,0.0633,0.1038,8,23.919999999999998,32,5.74,8.29,22.08,4,45.75,3,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1954,10,6,1,1006,100601,314920,0,2,1,39,27,19,31,28,32,23,26,0,0,109,116,225,0.07690000000000001,0.037,0.05260000000000001,0.0645,0.035699999999999996,0.0625,0.043500000000000004,0,0,0,0.055,0.043100000000000006,0.0489,8,28.18,0,0,1.45,155,23,9.78,1,225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1955,10,1,2,1001,100102,501152,0,3,1,38,42,54,45,50,51,41,45,0,0,183,183,366,0,0.023799999999999998,0,0,0.02,0,0.0244,0.022199999999999998,0,0,0.0109,0.0109,0.0109,5,73.2,350,1.05,5,73.2,0,0,5,73.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1956,10,1,3,1001,100103,305732,0,4,1,43,38,29,35,8,13,27,20,0,0,107,106,213,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,0,0,5,42.6,40,5.33,5,42.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1957,10,1,4,1001,100104,501163,0,3,1,29,20,22,29,24,27,14,18,0,0,89,94,183,0,0,0,0,0.0833,0,0.2857,0.055600000000000004,0,0,0.0674,0.0106,0.0383,5,36.6,169,1.08,5,36.6,0,0,2,91.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1958,10,1,5,1001,100105,314910,0,2,1,35,54,41,50,46,47,44,59,0,0,166,210,376,0.08570000000000001,0,0.07320000000000002,0.1,0.043500000000000004,0.08510000000000001,0.1136,0.016900000000000002,0,0,0.07830000000000001,0.0476,0.0612,12,30.89,352,1.07,12.17,30.89,85,4.42,6,62.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1959,10,1,7,1001,100107,501643,0,3,1,3,24,12,15,13,19,9,21,0,0,37,79,116,0.3333,0.0833,0,0,0.15380000000000002,0.21050000000000002,0,0.0476,0,0,0.0811,0.0886,0.08620000000000001,5,23.2,0,0,9,12.89,4,29,2,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1960,10,1,7,1001,100107,501644,0,3,1,25,14,14,20,12,20,19,16,0,0,70,70,140,0.08,0,0.14290000000000003,0,0.16670000000000001,0.05,0.15790000000000004,0,0,0,0.1286,0.0143,0.0714,4,35,0,0,6,23.330000000000002,0,0,2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1961,10,1,7,1001,100107,501913,0,3,1,10,10,7,9,17,7,8,12,0,0,42,38,80,0,0.1,0,0,0,0,0,0.16670000000000001,0,0,0,0.07890000000000001,0.0375,3,26.67,127,0.63,3,26.67,1,80,1,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1962,10,1,8,1001,100108,314926,0,2,3,97,82,98,85,75,80,89,80,0,0,359,327,686,0.0619,0.0366,0.051000000000000004,0.0353,0.05330000000000001,0.05,0.0562,0.025,0,0,0.0557,0.036699999999999997,0.0466,17,39.41,447,1.54,53.8,12.75,10,68.6,17,40.349999999999994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1963,10,1,9,1001,100109,306044,0,2,1,145,129,111,123,102,111,67,75,0,0,425,438,863,0.0621,0.0853,0.045,0.016300000000000002,0.10780000000000001,0.05410000000000001,0.1791,0.08,0,0,0.08710000000000001,0.057100000000000005,0.0718,4,208.8,0,0,7.44,116,38,22.71,17,50.760000000000005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1964,10,1,1,1001,100101,501653,0,1,1,88,98,65,74,35,61,40,45,0,0,228,278,506,0.0909,0.0102,0.015399999999999999,0.013500000000000002,0,0.0164,0.07500000000000001,0.044399999999999995,0,0,0.05260000000000001,0.018000000000000002,0.033600000000000005,3,193,0,0,2.62,193,0,0,11,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1965,10,1,10,1001,100110,314939,0,4,3,33,24,18,31,20,19,7,12,0,0,78,86,164,0,0.0417,0,0,0.05,0,0,0,0,0,0.0128,0.0116,0.0122,6,27.330000000000002,276,0.59,13,12.62,38,4.319999999999999,1,164,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1966,10,1,11,1001,100111,305736,0,4,1,34,35,30,43,34,38,28,37,0,0,126,153,279,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,50,5.58,4,69.75,38,7.34,4,69.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1967,10,1,11,1001,100111,501742,0,3,1,9,7,12,11,8,11,10,11,0,0,39,40,79,0.2222,0,0.0833,0,0,0,0.3,0,0,0,0.15380000000000002,0,0.07590000000000001,2,39.5,0,0,4,19.75,2,39.5,1,79,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1968,10,1,11,1001,100111,501892,0,3,1,14,25,15,15,18,14,21,22,0,0,68,76,144,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,80,1.8,8,18,1,144,2,72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1969,10,1,12,1001,100112,501648,0,3,1,20,18,24,22,19,23,13,24,0,0,76,87,163,0.1,0,0.16670000000000001,0.0455,0.05260000000000001,0.13040000000000002,0,0,0,0,0.0921,0.046,0.0675,3,54.33,90,1.81,3,54.33,0,0,4,40.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1970,10,1,12,1001,100112,501674,0,3,1,34,28,29,31,30,34,18,21,0,0,111,114,225,0,0,0.06899999999999999,0,0,0,0,0,0,0,0.018000000000000002,0,0.0089,3,75,163,1.3800000000000001,5,45,40,5.63,5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1971,10,1,12,1001,100112,502166,0,3,1,30,27,36,27,27,24,0,0,0,0,93,78,171,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42.75,50,3.42,4,42.75,0,0,4,42.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1972,10,1,14,1001,100114,501891,0,3,1,18,21,12,11,7,10,9,27,0,0,46,69,115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28.75,100,1.1500000000000001,6,19.17,0,0,2,57.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1973,10,1,6,1001,100106,314927,0,2,1,63,34,47,47,50,51,36,58,0,0,196,190,386,0.0317,0.11760000000000001,0.042600000000000006,0,0.16,0.0196,0.1111,0.0345,0,0,0.0816,0.0368,0.05960000000000001,13,29.47,1583,0.24000000000000002,25.5,15.139999999999999,163,2.3699999999999997,8,48.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1974,10,1,7,1001,100107,502543,0,3,1,23,29,0,0,0,0,0,0,0,0,23,29,52,0.08700000000000001,0.1034,0,0,0,0,0,0,0,0,0.08700000000000001,0.1034,0.09620000000000001,4,13,161,0.32,5,10.4,0,0,1,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1975,10,1,11,1001,100111,306099,0,4,1,27,25,28,17,19,17,6,4,0,0,80,63,143,0.037,0,0,0,0,0.058800000000000005,0,0,0,0,0.0125,0.0159,0.014,2,71.5,0,0,4,35.75,0,0,1,143,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1976,10,1,11,1001,100111,501151,0,3,1,94,100,98,81,90,69,80,71,0,0,362,321,683,0.08510000000000001,0.01,0.0816,0.0247,0.044399999999999995,0.043500000000000004,0.025,0.0282,0,0,0.0608,0.024900000000000002,0.0439,14,48.790000000000006,432,1.58,16,42.690000000000005,0,0,7,97.57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1977,10,1,11,1001,100111,502161,0,3,1,47,24,21,34,19,31,0,0,0,0,87,89,176,0,0,0,0,0.05260000000000001,0.0968,0,0,0,0,0.0115,0.0337,0.022699999999999998,2,88,90,1.96,4,44,0,0,3,58.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1978,10,1,11,1001,100111,502366,0,3,1,14,16,12,16,15,18,12,6,0,0,53,56,109,0,0.0625,0.0833,0,0.06670000000000001,0,0.0833,0,0,0,0.056600000000000004,0.017900000000000003,0.036699999999999997,2,54.5,0,0,4,27.25,0,0,2,54.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1979,10,1,13,1001,100113,306036,0,4,1,64,70,33,47,22,23,14,14,0,0,133,154,287,0.1875,0.057100000000000005,0.0606,0.17020000000000002,0.0455,0.08700000000000001,0.0714,0,0,0,0.1203,0.0909,0.10450000000000001,3,95.66999999999999,0,0,1,287,0,0,6,47.83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1980,10,5,1,1005,100501,501369,0,1,1,36,31,35,40,49,46,44,39,0,0,164,156,320,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41.3,246,1.3,8.52,37.55,0,0,6,53.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1981,10,5,3,1005,100503,501398,0,3,1,16,10,18,5,5,12,5,9,0,0,44,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,30,2.67,8,10,0,0,1,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1982,10,5,7,1005,100507,500690,0,1,1,150,195,126,150,115,180,111,171,0,0,502,696,1198,0.0467,0.0103,0.15080000000000002,0.0333,0,0.0167,0.045,0.0058000000000000005,0,0,0.0618,0.015799999999999998,0.0351,29,40.63,687,1.74,24.45,49,58,20.66,25,47.92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1983,10,5,6,1005,100506,304023,0,2,1,129,171,129,144,135,149,126,145,0,0,519,609,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34.67,540,2.09,40,28.2,74,15.239999999999998,26,43.379999999999995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1984,10,5,5,1005,100505,304016,0,2,1,15,14,11,7,12,6,7,11,0,0,45,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27.67,13,6.64,2,41.5,0,0,2,41.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1985,10,5,8,1005,100508,501394,0,3,1,23,30,29,34,25,27,20,23,0,0,97,114,211,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105.5,22,9.59,0,0,0,0,5,42.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1986,10,7,2,1007,100702,305578,0,2,1,35,28,28,27,29,20,33,20,0,0,125,95,220,0,0,0.1786,0,0.0345,0.05,0.0303,0,0,0,0.056,0.0105,0.036399999999999995,6,39.379999999999995,140,1.58,9.78,22.5,15,14.67,2,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1987,10,7,2,1007,100702,501885,0,1,1,37,36,48,40,39,38,34,52,0,0,158,166,324,0.05410000000000001,0.0278,0.1458,0,0.1282,0.026300000000000004,0.0882,0.0385,0,0,0.10760000000000002,0.0241,0.0648,5,60.13,941,0.33999999999999997,1.35,240.5,0,0,7,46.290000000000006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1988,10,7,4,1007,100704,305723,0,4,1,43,50,47,45,60,62,39,44,0,0,189,201,390,0.0233,0,0.08510000000000001,0.022199999999999998,0.0333,0.0161,0,0.0455,0,0,0.037,0.0199,0.0282,11,35.449999999999996,674,0.58,12,32.5,45,8.67,9,43.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1989,10,7,4,1007,100704,501864,0,3,1,4,6,5,5,13,5,5,6,0,0,27,22,49,0,0,0,0.2,0.07690000000000001,0.2,0.2,0,0,0,0.07410000000000001,0.0909,0.0816,1,49,51,0.96,0,0,1,49,1,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1990,10,7,6,1007,100706,501236,0,1,1,24,22,31,22,37,23,29,30,0,0,121,97,218,0.0833,0,0.0968,0,0.10810000000000002,0.043500000000000004,0.06899999999999999,0.06670000000000001,0,0,0.0909,0.0309,0.06420000000000001,3,74.5,37,5.96,2.9299999999999997,74.5,0,0,1,218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1991,10,7,6,1007,100706,501869,0,3,1,3,6,8,3,6,7,9,6,0,0,26,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,48,1,0,0,1,48,1,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1992,10,7,8,1007,100708,501874,0,3,1,9,8,7,8,8,6,10,5,0,0,34,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,1,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1993,10,7,9,1007,100709,501875,0,3,1,15,13,15,18,18,14,14,14,0,0,62,59,121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30.25,448,0.27,6,20.17,32,3.7800000000000002,1,121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1994,10,8,6,1008,100806,500519,0,3,1,11,22,20,12,27,15,20,20,0,0,78,69,147,0.0909,0,0.05,0,0.1481,0,0,0,0,0,0.07690000000000001,0,0.0408,2,73.5,0,0,2,73.5,0,0,3,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1995,10,8,6,1008,100806,500526,0,3,1,26,13,22,11,18,16,10,8,0,0,76,48,124,0.1154,0.07690000000000001,0,0,0.055600000000000004,0.125,0.2,0,0,0,0.07890000000000001,0.0625,0.07260000000000001,4,31,0,0,3,41.33,0,0,3,41.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1996,10,8,7,1008,100807,501250,0,3,1,58,52,57,67,44,48,64,48,0,0,223,215,438,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62.57,352,1.24,6,73,0,0,2,219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1997,10,8,7,1008,100807,501253,0,3,1,22,13,16,28,15,30,23,30,0,0,76,101,177,0.0909,0,0.125,0.035699999999999996,0.06670000000000001,0.0333,0.08700000000000001,0.06670000000000001,0,0,0.0921,0.0396,0.0621,6,29.5,255,0.69,4,44.25,1,177,4,44.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1998,10,8,10,1008,100810,501158,0,3,1,25,33,22,31,28,28,22,26,0,0,97,118,215,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53.75,90,2.3899999999999997,12,17.919999999999998,0,0,5,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
1999,10,8,11,1008,100811,502217,0,3,1,15,8,14,5,10,8,0,0,0,0,39,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,50,1.2,0,0,0,0,1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2000,10,8,12,1008,100812,501322,0,3,1,14,14,16,11,13,18,13,8,0,0,56,51,107,0,0.0714,0.125,0,0,0,0,0,0,0,0.035699999999999996,0.0196,0.028,4,26.75,106,1.01,4,26.75,0,0,1,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2001,10,8,13,1008,100813,500998,0,3,1,14,13,12,9,21,12,13,11,0,0,60,45,105,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.129999999999999,0,0,10,10.5,0,0,2,52.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2002,10,8,9,1008,100809,501045,0,3,1,30,21,29,29,27,17,17,18,0,0,103,85,188,0,0,0,0,0,0,0.058800000000000005,0,0,0,0.009699999999999999,0,0.0053,6,31.330000000000002,70,2.69,6,31.330000000000002,0,0,4,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2003,10,2,1,1002,100201,315408,0,2,1,20,20,16,30,25,28,21,14,0,0,82,92,174,0.05,0,0,0,0,0,0.0476,0,0,0,0.0244,0,0.0115,13,13.88,147,1.1800000000000002,21.95,7.930000000000001,20,8.7,1,174,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2004,10,2,1,1002,100201,315411,0,2,1,232,213,230,184,236,236,224,205,0,0,922,838,1760,0.0603,0.0141,0.0478,0.016300000000000002,0.029699999999999997,0.0551,0.05360000000000001,0.039,0,0,0.0477,0.0322,0.0403,43,40.47,410,4.29,50.99,34.51,2,880,15,117.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2005,10,2,1,1002,100201,304108,0,2,1,365,330,432,394,479,452,479,483,10,2,1765,1661,3426,0.063,0.0182,0.0347,0.020300000000000002,0.0376,0.024300000000000002,0.0313,0.0311,0.2,0,0.0414,0.0241,0.033,59,57.790000000000006,1110,3.09,51.68,66.29,88,38.93,63,54.379999999999995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2006,10,2,1,1002,100201,304110,0,2,1,250,221,228,260,225,232,203,202,0,0,906,915,1821,0.064,0.0317,0.061399999999999996,0.042300000000000004,0.07560000000000001,0.043100000000000006,0.0394,0.0149,0,0,0.0607,0.0339,0.0472,47,38.790000000000006,1126,1.62,60.03,30.330000000000002,143,12.729999999999999,21,86.71000000000001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2007,10,2,1,1002,100201,502015,0,1,1,8,10,2,7,1,3,7,5,0,0,18,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.5,164,0.26,6.75,6.38,0,0,1,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2008,10,4,1,1004,100401,304149,0,2,1,165,165,184,154,164,189,194,196,0,0,707,704,1411,0.05450000000000001,0.0303,0.0272,0.0325,0.054900000000000004,0.0159,0.0464,0.025500000000000002,0,0,0.0453,0.0256,0.035399999999999994,35,39.91,905,1.56,43.21,32.65,69,20.45,33,42.760000000000005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2009,10,4,1,1004,100401,304155,0,2,1,69,67,61,72,53,63,46,60,0,0,229,262,491,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45.6,158,3.11,16.51,29.74,44,11.16,11,44.64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2010,10,4,1,1004,100401,500698,0,1,1,27,14,26,25,39,31,25,26,0,0,117,96,213,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42.33,91,2.3499999999999996,8.39,25.4,54,3.94,1,213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2011,10,11,1,1011,101101,501036,0,1,1,13,10,18,13,29,15,19,22,0,0,79,60,139,0,0.1,0,0,0,0,0.1053,0,0,0,0.025300000000000003,0.0167,0.0216,5,27.71,368,0.38,10.75,12.93,0,0,2,69.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2012,10,11,1,1011,101101,500750,0,1,1,22,15,22,16,22,12,28,19,0,0,94,62,156,0.0455,0,0.0455,0,0.0455,0,0.10710000000000001,0,0,0,0.0638,0,0.0385,7,21.09,250,0.62,14.12,11.05,0,0,3,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2013,10,11,1,1011,101101,500752,0,1,1,24,23,22,20,25,30,16,25,0,0,87,98,185,0,0.043500000000000004,0.0455,0.05,0.08,0.0333,0.0625,0.04,0,0,0.046,0.0408,0.0432,8,22.419999999999998,160,1.1600000000000001,8.25,22.419999999999998,24,7.71,4,46.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2014,10,11,1,1011,101101,501029,0,1,1,21,11,13,21,11,12,12,12,0,0,57,56,113,0.0952,0,0,0,0,0,0,0,0,0,0.0351,0,0.0177,3,32.6,96,1.1700000000000002,2.08,54.33,10,11.3,2,56.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2015,10,12,1,1012,101201,323802,0,2,1,43,41,59,50,63,53,54,43,0,0,219,187,406,0.0233,0.0244,0.016900000000000002,0.02,0.0317,0.0377,0.037,0.0233,0,0,0.0274,0.0267,0.0271,14,29.41,430,0.9400000000000001,15.06,26.959999999999997,64,6.34,6,67.66999999999999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2016,10,12,1,1012,101201,502354,0,3,1,25,34,31,34,0,0,0,0,0,0,56,68,124,0.04,0,0.0645,0,0,0,0,0,0,0,0.05360000000000001,0,0.0242,1,124,0,0,2,62,0,0,2,62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2017,10,12,1,1012,101201,323801,0,2,1,70,86,81,86,95,135,103,121,0,0,349,428,777,0,0,0,0,0.0211,0.0074,0,0.0083,0,0,0.0057,0.0047,0.0051,16,47.92,664,1.1700000000000002,15.57,49.92,150,5.18,10,77.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2018,10,3,1,1003,100301,304768,0,2,1,31,20,27,31,25,21,19,15,0,0,102,87,189,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,442,0.43000000000000005,15.88,11.9,1,189,3,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2019,10,3,1,1003,100301,304787,0,2,1,79,69,99,99,88,104,90,108,0,0,356,380,736,0,0,0,0,0.0568,0,0.022199999999999998,0.0093,0,0,0.0197,0.0026,0.0109,10,75.83,87,8.5,12.129999999999999,60.67,51,14.43,14,52.57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,NA,NA
2020,10,3,1,1003,100301,305683,0,2,1,20,19,18,15,20,22,22,14,0,0,80,70,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,135,1.11,3.2600000000000002,46,4,37.5,3,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2021,11,2,2,1102,110202,305774,0,4,1,18,19,41,22,26,33,32,16,0,0,117,90,207,0,0.1053,0,0.0455,0,0,0.0313,0,0,0,0.0085,0.0333,0.0193,4,51.75,463,0.45,7,29.57,0,0,3,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2022,11,2,2,1102,110202,305775,0,2,1,27,26,15,31,19,25,23,19,0,0,84,101,185,0.1111,0,0.2,0.129,0.21050000000000002,0.16,0.13040000000000002,0.05260000000000001,0,0,0.15480000000000002,0.0891,0.11889999999999999,5,36.57,179,1.04,5.06,36.57,36,5.14,3,61.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2023,11,2,2,1102,110202,306038,0,4,1,11,12,13,20,11,8,7,12,0,0,42,52,94,0,0,0.07690000000000001,0,0,0,0.14290000000000003,0,0,0,0.0476,0,0.021300000000000003,6,15.67,89,1.06,2,47,15,6.2700000000000005,1,94,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,2023,0
2024,11,2,2,1102,110202,501770,0,3,1,12,5,27,17,13,17,17,12,0,0,69,51,120,0,0.2,0,0,0.07690000000000001,0,0.058800000000000005,0,0,0,0.028999999999999998,0.0196,0.025,2,60,80,1.5,4,30,30,4,1,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
2025,11,2,2,1102,110202,502197,0,3,1,15,14,13,12,17,16,0,0,0,0,45,42,87,0,0,0.2308,0,0.058800000000000005,0,0,0,0,0,0.08889999999999999,0,0.046,1,87,22,3.9499999999999997,1,87,14,6.21,2,43.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,NA,NA
